id,publicCode,collectorNumber,name,set_id,set_label,rarity_id,rarity_label,cardType,superType,domain,energy,might,power,tags,ability_text,accessibilityText,illustrator,orientation,cardImage_url
sfd-010-221,SFD-010/221,10,Void Drone,SFD,Spiritforged,common,Common,Unit,,Fury,3,3,,The Void,I cost :rb_energy_2: less to play from anywhere other than your hand.,Riftbound Unit: Void Drone. I cost [2] less to play from anywhere other than your hand.,Wild Blue Studios,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/589dde45bc610eb83bc808803e4becf8a6d2da84-744x1039.png?accountingTag=RB
sfd-011-221,SFD-011/221,11,Angle Shot,SFD,Spiritforged,uncommon,Uncommon,Spell,,Fury,2,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a unit and an Equipment with the same controller. Attach that Equipment to that unit or detach that Equipment from that unit. Draw 1.","Riftbound Spell: Angle Shot. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a unit and an Equipment with the same controller. Attach that Equipment to that unit or detach that Equipment from that unit. Draw 1.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/757d507b684e55e333bac0ecdf2ec9ff3ad6045c-744x1039.png?accountingTag=RB
sfd-012-221,SFD-012/221,12,Battering Ram,SFD,Spiritforged,uncommon,Uncommon,Unit,,Fury,5,5,,"Trifarian, Noxus","I cost :rb_energy_1: less for each card you've played this turn, to a minimum of :rb_energy_1:.","Riftbound Unit: Battering Ram. I cost [1] less for each card you've played this turn, to a minimum of [1].",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5661f07778201b236b014a6078003cde9af57cdd-744x1039.png?accountingTag=RB
sfd-013-221,SFD-013/221,13,Blast Corps Cadet,SFD,Spiritforged,uncommon,Uncommon,Unit,,Fury,2,2,,Piltover,"You may pay :rb_energy_1::rb_rune_fury: as an additional cost to play me.
When you play me, if you paid the additional cost, deal 2 to a unit at a battlefield.","Riftbound Unit: Blast Corps Cadet. You may pay [1][C] as an additional cost to play me.
When you play me, if you paid the additional cost, deal 2 to a unit at a battlefield.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9efe5a8322a90822650ff18578cd5e1a8561fac5-744x1039.png?accountingTag=RB
sfd-014-221,SFD-014/221,14,Minotaur Reckoner,SFD,Spiritforged,uncommon,Uncommon,Unit,,Fury,5,5,,Noxus,Units can't move to base.,Riftbound Unit: Minotaur Reckoner. Units can't move to base.,Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/77bb46cd667e59f26310797ac99686f3a4d19af5-744x1039.png?accountingTag=RB
sfd-015-221,SFD-015/221,15,Perched Grimwyrm,SFD,Spiritforged,uncommon,Uncommon,Unit,,Fury,4,5,,"Dragon, Shadow Isles",Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),Riftbound Unit: Perched Grimwyrm. Play me only to a battlefield you conquered this turn. (You can't play me anywhere else.),Kudos Productions & 黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/71af1587378c1c3feabd1b148fb776e42c7d27e8-744x1039.png?accountingTag=RB
sfd-016-221,SFD-016/221,16,Recurve Bow,SFD,Spiritforged,uncommon,Uncommon,Gear,,Fury,2,,,Equipment,[Equip] :rb_rune_fury: (:rb_rune_fury:: Attach this to a unit you control.),Riftbound Gear: Recurve Bow. [Equip] [C] ([C]: Attach this to a unit you control.),黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/763604237b4b59df5df98f61528be2233b850dd5-744x1039.png?accountingTag=RB
sfd-017-221,SFD-017/221,17,Sudden Storm,SFD,Spiritforged,uncommon,Uncommon,Spell,,Fury,3,,,,"[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)
[Action] (Play on your turn or in showdowns.)
Deal 2 to a unit at a battlefield. If it's attacking, deal 4 to it instead.","Riftbound Spell: Sudden Storm. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Deal 2 to a unit at a battlefield. If it's attacking, deal 4 to it instead.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba3e8c3e95137a289dbdec88e96e5c5a9a45f2c7-744x1039.png?accountingTag=RB
sfd-018-221,SFD-018/221,18,Void Hatchling,SFD,Spiritforged,uncommon,Uncommon,Unit,,Fury,2,2,,The Void,"If you would reveal cards from a deck, look at the top card first. You may recycle it. Then reveal those cards.","Riftbound Unit: Void Hatchling. If you would reveal cards from a deck, look at the top card first. You may recycle it. Then reveal those cards.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a909782d0a30f31f9414c99ba143fa570a3cb456-744x1039.png?accountingTag=RB
sfd-019-221,SFD-019/221,19,Assembly Rig,SFD,Spiritforged,rare,Rare,Gear,,Fury,4,,,,":rb_energy_1::rb_rune_fury:, Recycle a unit from your trash, :rb_exhaust:: Play a 3 :rb_might: Mech unit token to your base.","Riftbound Gear: Assembly Rig. [1][C], Recycle a unit from your trash, [T]: Play a 3 [S] Mech unit token to your base.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/40ae6f61f1a0b5d65d91e3bb3fd2a0dad9148208-744x1039.png?accountingTag=RB
sfd-020-221,SFD-020/221,20,"Draven, Vanquisher",SFD,Spiritforged,rare,Rare,Unit,Champion,Fury,4,4,,"Draven, Noxus","When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay :rb_rune_fury:. If you do, give me +2 :rb_might: this turn.","Riftbound Unit: Draven, Vanquisher. When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay [C]. If you do, give me +2 [S] this turn.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8e49e0b83df68f37a15bf704b83475144fd9ef92-744x1039.png?accountingTag=RB
sfd-020a-221,SFD-020a/221,20,"Draven, Vanquisher",SFD,Spiritforged,showcase,Showcase,Unit,Champion,Fury,4,4,,"Draven, Noxus","When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay :rb_rune_fury:. If you do, give me +2 :rb_might: this turn.","Riftbound Unit: Draven, Vanquisher. When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay [C]. If you do, give me +2 [S] this turn.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9019c449004f246de6607bf1829f4f3cabcda200-744x1039.png?accountingTag=RB
sfd-021-221,SFD-021/221,21,Ferrous Forerunner,SFD,Spiritforged,rare,Rare,Unit,,Fury,6,6,1,"Mech, Yordle, Bandle City","[Deathknell] — Play two 3 :rb_might: Mech unit tokens to your base. (When I die, get the effect.)","Riftbound Unit: Ferrous Forerunner. [Deathknell] — Play two 3 [S] Mech unit tokens to your base. (When I die, get the effect.)",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2873a352c0158a677255894cec458d1c17709f7-744x1039.png?accountingTag=RB
sfd-022-221,SFD-022/221,22,Long Sword,SFD,Spiritforged,rare,Rare,Gear,,Fury,2,,1,Equipment,"[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] :rb_rune_fury: (:rb_rune_fury:: Attach this to a unit you control.)","Riftbound Gear: Long Sword. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] [C] ([C]: Attach this to a unit you control.)",黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/48d798bf93afd1ef139dcafc6cd8705742b93169-744x1039.png?accountingTag=RB
sfd-023-221,SFD-023/221,23,Piercing Light,SFD,Spiritforged,rare,Rare,Spell,,Fury,2,,1,,"[Repeat] :rb_energy_2::rb_rune_fury: (You may pay the additional cost to repeat this spell's effect.)
Deal 2 to a unit at a battlefield, then deal 2 to up to one other unit.","Riftbound Spell: Piercing Light. [Repeat] [2][C] (You may pay the additional cost to repeat this spell's effect.)
Deal 2 to a unit at a battlefield, then deal 2 to up to one other unit.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7fb3283b11fb8e5b5b08f9ead9b98c695b75bff0-744x1039.png?accountingTag=RB
sfd-024-221,SFD-024/221,24,"Rell, Magnetic",SFD,Spiritforged,rare,Rare,Unit,Champion,Fury,4,4,,"Rell, Noxus","[Tank] (I must be assigned combat damage first.)
When I attack, you may play an Equipment with Energy cost no more than :rb_energy_2:, ignoring its cost, and attach it to me.","Riftbound Unit: Rell, Magnetic. [Tank] (I must be assigned combat damage first.)
When I attack, you may play an Equipment with Energy cost no more than [2], ignoring its cost, and attach it to me.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8aa1a9cf0a91a9ab601d5e5d42a438d4217eddd7-744x1039.png?accountingTag=RB
sfd-025-221,SFD-025/221,25,"Rengar, Pouncing",SFD,Spiritforged,rare,Rare,Unit,Champion,Fury,3,3,1,"Cat, Rengar, Ixtal","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Assault 2] (+2 :rb_might: while I'm an attacker.)
I can be played to a battlefield you're attacking.","Riftbound Unit: Rengar, Pouncing. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Assault 2] (+2 [S] while I'm an attacker.)
I can be played to a battlefield you're attacking.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e24eb3fb835c4762479da5608b018785ef22e02c-744x1039.png?accountingTag=RB
sfd-026a-221,SFD-026a/221,26,"Rumble, Hotheaded",SFD,Spiritforged,showcase,Showcase,Unit,Champion,Fury,4,4,,"Mech, Yordle, Rumble, Bandle City","Your Mechs each have [Assault]. (+1 :rb_might: while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.","Riftbound Unit: Rumble, Hotheaded. Your Mechs each have [Assault]. (+1 [S] while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfeef09dacae683e39013902d77b3398fdcd5db8-744x1039.png?accountingTag=RB
sfd-026-221,SFD-026/221,26,"Rumble, Hotheaded",SFD,Spiritforged,rare,Rare,Unit,Champion,Fury,4,4,,"Mech, Yordle, Rumble, Bandle City","Your Mechs each have [Assault]. (+1 :rb_might: while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.","Riftbound Unit: Rumble, Hotheaded. Your Mechs each have [Assault]. (+1 [S] while we're attackers.)
When I conquer, you may recycle another friendly unit to play a Mech from your trash. Reduce its Energy cost by the Might of the unit you recycled.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e211311ecb1475e87d3d94eba4a6774b4e900091-744x1039.png?accountingTag=RB
sfd-027-221,SFD-027/221,27,Dunebreaker,SFD,Spiritforged,epic,Epic,Unit,,Fury,7,7,1,The Void,"If you have two or fewer cards in your hand, I enter ready.
When I hold, draw 2.","Riftbound Unit: Dunebreaker. If you have two or fewer cards in your hand, I enter ready.
When I hold, draw 2.",Wild Blue Studios,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fa17369233dfc68e011d16b7b98971a6f8743c3e-744x1039.png?accountingTag=RB
sfd-028a-221,SFD-028a/221,28,"Lucian, Gunslinger",SFD,Spiritforged,showcase,Showcase,Unit,Champion,Fury,3,2,,"Lucian, Demacia, Sentinel","[Assault] (+1 :rb_might: while I'm an attacker.)
When I attack, deal damage equal to my [Assault] to an enemy unit here.","Riftbound Unit: Lucian, Gunslinger. [Assault] (+1 [S] while I'm an attacker.)
When I attack, deal damage equal to my [Assault] to an enemy unit here.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3982de5a4aee53471ca589179f5cf8617169fb52-744x1039.png?accountingTag=RB
sfd-028-221,SFD-028/221,28,"Lucian, Gunslinger",SFD,Spiritforged,epic,Epic,Unit,Champion,Fury,3,2,,"Lucian, Demacia, Sentinel","[Assault] (+1 :rb_might: while I'm an attacker.)
When I attack, deal damage equal to my [Assault] to an enemy unit here.","Riftbound Unit: Lucian, Gunslinger. [Assault] (+1 [S] while I'm an attacker.)
When I attack, deal damage equal to my [Assault] to an enemy unit here.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2dfb106d7c85235436d25261195a638e2ab15092-744x1039.png?accountingTag=RB
sfd-029-221,SFD-029/221,29,"Rek'Sai, Breacher",SFD,Spiritforged,epic,Epic,Unit,Champion,Fury,3,3,,"Rek'Sai, The Void","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)
[Assault] (+1 :rb_might: while I'm an attacker.)
Friendly units played from anywhere other than a player's hand have [Accelerate].","Riftbound Unit: Rek'Sai, Breacher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
[Assault] (+1 [S] while I'm an attacker.)
Friendly units played from anywhere other than a player's hand have [Accelerate].",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/999e2d25ea32da971e7b99b6e75558286c17949e-744x1039.png?accountingTag=RB
sfd-029a-221,SFD-029a/221,29,"Rek'Sai, Breacher",SFD,Spiritforged,showcase,Showcase,Unit,Champion,Fury,3,3,,"Rek'Sai, The Void","[Accelerate] (You may pay :rb_energy_1::rb_rune_fury: as an additional cost to have me enter ready.)
[Assault] (+1 :rb_might: while I'm an attacker.)
Friendly units played from anywhere other than a player's hand have [Accelerate].","Riftbound Unit: Rek'Sai, Breacher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
[Assault] (+1 [S] while I'm an attacker.)
Friendly units played from anywhere other than a player's hand have [Accelerate].",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8ef898e761ab44c43cb1cba11109a02d9cb5ce10-744x1039.png?accountingTag=RB
sfd-030-221,SFD-030/221,30,Skyfall of Areion,SFD,Spiritforged,epic,Epic,Gear,,Fury,3,,,Equipment,[Equip] :rb_energy_1::rb_rune_fury: (:rb_energy_1::rb_rune_fury:: Attach this to a unit you control.),Riftbound Gear: Skyfall of Areion. [Equip] [1][C] ([1][C]: Attach this to a unit you control.),黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bea8390beb651502413cf644319c8ca6a8db1102-744x1039.png?accountingTag=RB
sfd-031-221,SFD-031/221,31,Desert's Call,SFD,Spiritforged,common,Common,Spell,,Calm,2,,,,"[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)
Play a 2 :rb_might: Sand Soldier unit token.","Riftbound Spell: Desert's Call. [Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Play a 2 [S] Sand Soldier unit token.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b38ab6c02238b5a8e456cdad9b5108bb30e718bc-744x1039.png?accountingTag=RB
sfd-032-221,SFD-032/221,32,Disarming Rake,SFD,Spiritforged,common,Common,Unit,,Calm,3,2,1,Demacia,"When you play me, you may kill a gear.","Riftbound Unit: Disarming Rake. When you play me, you may kill a gear.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/523732db17d8cf3c7c55f57c5dfb397b73e2b116-744x1039.png?accountingTag=RB
sfd-033-221,SFD-033/221,33,Doran's Shield,SFD,Spiritforged,common,Common,Gear,,Calm,1,,,Equipment,[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.),Riftbound Gear: Doran's Shield. [Equip] [C] ([C]: Attach this to a unit you control.),黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/49a24d4c6d770ed233c4a69bf8d87385bfc997d8-744x1039.png?accountingTag=RB
sfd-034-221,SFD-034/221,34,Feral Strength,SFD,Spiritforged,common,Common,Spell,,Calm,2,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)
Give a unit +2 :rb_might: this turn.","Riftbound Spell: Feral Strength. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Give a unit +2 [S] this turn.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f07842b38914f6bc73235fe07788a3fce89b4785-744x1039.png?accountingTag=RB
sfd-035-221,SFD-035/221,35,Guardian of the Passage,SFD,Spiritforged,common,Common,Unit,,Calm,6,6,,"Spirit, Shadow Isles","When I hold, you may return a unit or gear from your trash to your hand.","Riftbound Unit: Guardian of the Passage. When I hold, you may return a unit or gear from your trash to your hand.",JiHun Lee,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f6b932aa510c92d014422d31e27b1505e54abe20-744x1039.png?accountingTag=RB
sfd-036-221,SFD-036/221,36,Lonely Poro,SFD,Spiritforged,common,Common,Unit,,Calm,2,2,,"Poro, Freljord","[Deathknell] — If I died alone, draw 1. (When I die, get the effect. I'm alone if there are no other friendly units here.)","Riftbound Unit: Lonely Poro. [Deathknell] — If I died alone, draw 1. (When I die, get the effect. I'm alone if there are no other friendly units here.)",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5ab933035b7a6d6bb1d35c10c13f58c7fbf3398-744x1039.png?accountingTag=RB
sfd-037-221,SFD-037/221,37,Navori Scout,SFD,Spiritforged,common,Common,Unit,,Calm,4,4,,"Yordle, Ionia",[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.),Riftbound Unit: Navori Scout. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.),Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/038625518f5b46f5217d300d9dc9fbf507c4ae09-744x1039.png?accountingTag=RB
sfd-038-221,SFD-038/221,38,Ribbon Dancer,SFD,Spiritforged,common,Common,Unit,,Calm,3,3,,Ionia,"When I move to a battlefield, give another friendly unit +1 :rb_might: this turn.","Riftbound Unit: Ribbon Dancer. When I move to a battlefield, give another friendly unit +1 [S] this turn.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/92550ab70647046115133c7547423bcf308906f6-744x1039.png?accountingTag=RB
sfd-039-221,SFD-039/221,39,Royal Entourage,SFD,Spiritforged,common,Common,Unit,,Calm,3,4,1,Shurima,"When you play me, ready or exhaust a legend.","Riftbound Unit: Royal Entourage. When you play me, ready or exhaust a legend.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a6f3ce580860fe80fdf1b41533ba89b5060e946a-744x1039.png?accountingTag=RB
sfd-040-221,SFD-040/221,40,Thwonk!,SFD,Spiritforged,common,Common,Spell,,Calm,2,,,,"[Action] (Play on your turn or in showdowns.)
[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)
Stun an attacking unit. (It doesn't deal combat damage this turn.)","Riftbound Spell: Thwonk!. [Action] (Play on your turn or in showdowns.)
[Repeat] [2] (You may pay the additional cost to repeat this spell's effect.)
Stun an attacking unit. (It doesn't deal combat damage this turn.)",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c414fdba5e47db294b8364a07f1258bc3e204c51-744x1039.png?accountingTag=RB
sfd-041-221,SFD-041/221,41,Apprentice Smith,SFD,Spiritforged,uncommon,Uncommon,Unit,,Calm,2,2,,Freljord,"When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.","Riftbound Unit: Apprentice Smith. When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3998c6171ddc7a021560d9d9600c8eced9a8d628-744x1039.png?accountingTag=RB
sfd-042-221,SFD-042/221,42,Brutalizer,SFD,Spiritforged,uncommon,Uncommon,Gear,,Calm,2,,,Equipment,[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.),Riftbound Gear: Brutalizer. [Equip] [C] ([C]: Attach this to a unit you control.),黯荧岛Dark Glow,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a0de7eec3de501f79f33c09b43c7fe42721d10d-744x1039.png?accountingTag=RB
sfd-043-221,SFD-043/221,43,Emperor's Divide,SFD,Spiritforged,uncommon,Uncommon,Spell,,Calm,2,,,,"[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)
[Action] (Play on your turn or in showdowns.)
Move any number of friendly units at a battlefield to their base.","Riftbound Spell: Emperor's Divide. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Move any number of friendly units at a battlefield to their base.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/80f367f06549d597c7b5a77be73eb647eab34f59-744x1039.png?accountingTag=RB
sfd-044-221,SFD-044/221,44,Legion Quartermaster,SFD,Spiritforged,uncommon,Uncommon,Unit,,Calm,3,4,,"Trifarian, Noxus","As an additional cost to play me, return a friendly gear to its owner's hand.","Riftbound Unit: Legion Quartermaster. As an additional cost to play me, return a friendly gear to its owner's hand.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c09cc35ffc98b46f919c09e09a93b603d63eb73e-744x1039.png?accountingTag=RB
